PK_TEMPO;data;dia;mes;ano;trimestre
1326de46d30d50e0361b9369572f766c582d82ec598b8e6fd4e6d56353518637;2018-08-08;8;8;2018;3
5f10a388cd1f2ee0798ef33cf84bb58a52b931d0d977e1948ce8d7e5609d20a1;2018-02-14;14;2;2018;1
e8fb77ca484dfeda12eaac228eab6e377edca4b1d1e3c090ecd48e838fe5f892;2017-09-27;27;9;2017;3
54eb9639d019610f189af1c44b4d3038529746de30e0e31228cb770b772e638e;2017-11-01;1;11;2017;4
70aacbb7666946f42c6ad33cbfc763087637bb65508bced45fefd4235bf1c343;2017-11-29;29;11;2017;4
28e63d8583ffebd57e1a68edeee62bed363886e64e5220d8ca90ed64a74ebbae;2018-09-18;18;9;2018;3
3bcef409a90fae2ac9db6af6b5127d442f4673e1d1c48bf7569b71bd6671a8e6;2018-01-07;7;1;2018;1
5cd0353801b2edd77c7ca4e256b65dc1523e6ed71354e03f8c1a758531aab614;2018-02-12;12;2;2018;1
22ac2e2363ec473077fb7e8f8a8907db9f1dd5ac88fb5c01d28ca057ca380de6;2017-05-14;14;5;2017;2
96752123c088e7f507e73d04fab0883b20f988e3ccb070e9781b9041c4598f86;2017-05-18;18;5;2017;2
2f0a6c32d9becfb98e2e58286db0562434a8574d5b8b13628e2f4cf365d54a85;2019-02-19;19;2;2019;1
78bfa982c1022a318f03a1a49e0a2373648a8ea901b991dd05e7fe253879dc11;2017-03-12;12;3;2017;1
7b7b9c2e0359439daa27f2f1cc3ff76600a038f3b7127799bf0354963963d386;2017-03-26;26;3;2017;1
54b92ffc23fea5ebe6cd2e1a4e5a52f72b2d648014b1712fdee397efeb8baa6d;2017-04-23;23;4;2017;2
c3e21f528b19f2bdf211c16e3dc40c139ead39ad7151aa407b2c9bba3f671264;2018-09-22;22;9;2018;3
fcbf8b1ba566288cf6db23e41142401e546c89351a00c85d388387a4b4b91636;2018-02-06;6;2;2018;1
2380621062944387b235c7fe9a65ba012281c366bb9505bb29da03859c84f646;2017-07-03;3;7;2017;3
51a77f0f0fdfb1060fbd861c14e409750dcbc5c91ca6a46b43128c2266b8d398;2018-10-16;16;10;2018;4
264bdbe46530077def739ab6ad499b58bf30a835d022bfb9dfd75210a9ea80b9;2017-03-25;25;3;2017;1
f141625e23f14f089689295561738de5353bc3a0f58e2a30bdc4afd9573bd7ac;2017-05-19;19;5;2017;2
0c593855c268e0eab23ce895d81345550aafaff94b27090a81f55e30374a639f;2017-09-07;7;9;2017;3
7479a16ec98615e72fce94257e24e90b228a2bb6852a739abb0bc0edcb151f37;2017-11-23;23;11;2017;4
54c6fa948ec929b2ed9d8f2129bba1fa94813b62fd4523cdd912a49c15a5002c;2017-06-01;1;6;2017;2
5cd1e227a1b45fd95eff05e283d6d9e864083c9413bc0529c1781346757527ab;2017-10-11;11;10;2017;4
cea1010f118c682b5dd4f4cae9474907e224b946b85d062d6b1f632191baa60b;2018-06-19;19;6;2018;2
f9c78216cdb4250836a592cab72ccb80e47baab42b9fb6a6879588660bc37104;2017-07-21;21;7;2017;3
455edaa5466d1a4ccdf1b3aed4aa4b43959f49325ed6bc025bfbbd9d923662ef;2018-06-21;21;6;2018;2
d8fa443d4fb270708f953bdf0ab3d29137d132c3b927e9b1d935f852593456db;2017-07-01;1;7;2017;3
95216d867361385a1e8fd15accd05e38b548803a7cb468eb2fd0b3a04c4d2af7;2017-07-14;14;7;2017;3
cd09aa80c8dc1e0b113eceddbb085d647e7311572ad714e4a3fb8f48c21560d0;2017-08-16;16;8;2017;3
ff40f3fe3492302ce1e0300d165cd6305a754288f8680a57ae18d3c9deb1a6cb;2017-09-23;23;9;2017;3
c3d1a51f7eb0dae35438d9489da2ad5eb345ca7ad5a1a291cd2a75c6665c102c;2018-11-06;6;11;2018;4
dff9e87d070d14f109901686e0d992a522eb8f47d8d15b7780aabfd06fb5dce3;2017-09-24;24;9;2017;3
0410894a2f350f620a1ee0ac885d8761624fcbf6a094daec29befcb61cfd4002;2018-01-04;4;1;2018;1
c289138a510c92f3e993e2c1f461b4cd1aa6d5a155f508cc73b6522d9a331407;2018-01-24;24;1;2018;1
a1a1c6af0dcc0f168522a69e9886510d1d72b1dbfd67808164520d69e17f68d7;2017-10-13;13;10;2017;4
f1e4d5134656d28491c87467f6fadec42a63dd0b4d55774c8e9e2f115db1c77f;2018-06-02;2;6;2018;2
d9eccb504160b07bf710104ed8ee8115a2a5ba7f9a9a177cc667cbcaa373f625;2018-09-23;23;9;2018;3
cd59c1c5dee1d9e12526cc3a3774bc9b6b42c4eb6450dc645289da7810fa0520;2018-10-02;2;10;2018;4
b76ba9e3983ee0733ad3af3d9a9aee20ec619a5aedbcd7ff41fac1353678549f;2017-11-10;10;11;2017;4
6e1cab6db8dd4620081e7c65fb87d4048951dce0b29b698ba62cdebfece18390;2018-02-01;1;2;2018;1
c5e18c09eb3e621a63456f2676b591dfa18824001e933d94ea6566eef2214ec2;2017-02-15;15;2;2017;1
5ae4cad411e7f6f587796365b042f4ec2f89ef7387c140012e1df12627c941e6;2018-04-15;15;4;2018;2
6c63a2e3b396f201bf9dc8e897a0c6109b380b66f55b127ddd4989db207e4d66;2018-06-11;11;6;2018;2
27adeb92215b96298943ada48ad82c1274446545d9e066c2f460202394cb20d2;2018-11-20;20;11;2018;4
76a548c8f8371f882ec531a4252c36a4530b7712a04658f814e5302d842f895d;2017-12-21;21;12;2017;4
e6b6cba1dedbaa55191c712d98751e219186041d884ca3a90973701da7667a2e;2018-11-11;11;11;2018;4
0da24e85bdd559943bb10ecc3058bcfab5f058bd0704c024ff3cd449e65e97c9;2017-11-17;17;11;2017;4
af2d336213f21081c0defc288410adfef3b19f11f23f43a2e0c24cf15e063538;2018-08-11;11;8;2018;3
1c84d28b47a090317384eab28fc6596a633dc6a23b354c63f0edb36aebdb6620;2019-01-03;3;1;2019;1
3b1b0493eeffcc43bcf8c087d9a3f2a0dbd87e9861b2f5cf93998774c208369d;2017-01-18;18;1;2017;1
65cf86b6f1a8f66a5b8a0b34fc8683af7b29295e6a581f875d1d15011d99d078;2017-03-11;11;3;2017;1
4bafaca118298cc26ee8491549d3b6ee8c9b9d42ff8e0f9c3697f1643481b277;2017-07-19;19;7;2017;3
536b215096ced0c188a0b0d50b9358b1d0e389f6044d0d061ecabc9e850042f5;2018-09-12;12;9;2018;3
e7f1e3e59c35cb2b54ecfaf9270934f29649ed23799bf83ad213d8a450dc661d;2018-05-02;2;5;2018;2
9be0fb20a571535cc0a705a4f94474118220b69c7035b1db2e60430cc60aa314;2017-11-12;12;11;2017;4
5ac9345a5209eec82f9b8f2f72b3ceb8276762533980940e457be9c66e3aefca;2018-01-21;21;1;2018;1
7ab05976f047cea82c93be7f3be612874221b9d9a2241befc421e99c97519fd5;2018-02-19;19;2;2018;1
98d79fe66c4c5cd1838f4869859e1b3add19d78a86d92b75fcd063342f8aa54e;2018-10-21;21;10;2018;4
bd41d664a790ddedf7835b61621cfc75f2ad3f7820ccb4a8ce523e8ca68f0971;2017-03-22;22;3;2017;1
36915376b89e971df24365f3ea4eecbaf8aed1b52eaa576b3c74b1e26582a092;2017-08-31;31;8;2017;3
72ed546b1ab0ef1dcdb9887bc284809fed0e9007ee24e70ad9a03a1adb395008;2017-11-25;25;11;2017;4
0af21af06a1904bf47110b8906f30d733fb26471806505a8cffcf844453ef79b;2018-12-09;9;12;2018;4
e4cf489f3648421a4e3b631217d4335996338b2dc0a102430f2ee5591c00299a;2019-01-30;30;1;2019;1
d11dc2d68bfbb37f3291814176f6962226f4a1b8d046f3549c69b798974743b7;2018-03-28;28;3;2018;1
31917c10a6a819991c568569798d1ec3e7253c1c5f8ec880ca30e43de7bf8b79;2017-07-12;12;7;2017;3
c81c2a2552555c73a61d627f4059a736f383c464ac4b286400f3275e8cf14404;2018-12-18;18;12;2018;4
895df5a23761227e0ac9b9a4df253d079b04a631b8ff5e14b9cd5a15c363577d;2018-05-12;12;5;2018;2
a95e9505e27d556b3d286ffda7a3f2df7dc6e988841ef6a0982756c82e3b4276;2019-01-29;29;1;2019;1
382117e69d8b1e799d485b0305b9b1b933955c013906da87b71d04c82304d102;2019-03-20;20;3;2019;1
ceb7ac816ac4b0c96c0bb2348838745dc3c2102464cf0d2c9699d93f407769e3;2018-01-03;3;1;2018;1
1e0078eab03a513b42b086dc5e353abefbc81b43034d8dfa7166998f82f68522;2018-07-28;28;7;2018;3
723f0412618da1d02ef6e1b3198fa1d9e6210490d1eb2488dc6302d855951786;2019-01-21;21;1;2019;1
932e7586fb8da47ae52e22059cfa085b15b79813826291707e34d090e8b59acd;2017-07-08;8;7;2017;3
a9a221f45eaec8661d272beefd56ca02e201e5a15105f039fcf5d34858cb1d37;2017-12-27;27;12;2017;4
7b25563157e5ae881a9bd61548840790514a44e24b66f780328c6de6eb9a53dd;2018-08-14;14;8;2018;3
babf53fd0b44e74e931a0c71ea585c86ec5b340fbc0452a17b04f211d37a158e;2018-01-15;15;1;2018;1
152e07f60d13e9184575d8ce5801dca25347a919652496a1f19a6111d07b2495;2017-05-04;4;5;2017;2
1df03485ad6290ee3425cf2277cdfb64c2730d72e750f341833c754d1bb63ae5;2018-12-16;16;12;2018;4
d65c8e7870046aa467912dbb4afe8fdb5ec19cb75f603480ad1672ce6be27ba6;2017-05-24;24;5;2017;2
8ae67094117f0f3e798bd5c936efbf4f55471d9f5bfdd8ee1e210293f477d37a;2017-09-21;21;9;2017;3
911d65767efaa926b09e1e202f587fdd2730528dd53c4909b64493d3d88f3f23;2017-12-10;10;12;2017;4
86ce28739a8bc2e9f6f3be70ca3977f6a72171d9b9ef5217f7870fbee10bf948;2018-07-14;14;7;2018;3
70bf529511ceee0b5181ad11eb38eb3f959c3690a9699ef11369db1e51dab80d;2017-01-21;21;1;2017;1
0a2ef9eb05457b04495baeae81869ff19bd87f8d5d102567aa871e1755155598;2017-01-26;26;1;2017;1
b0c7b4571629ee644845d152e13dc13275ae6c330c167d1fe1b4d50f66a9fce6;2019-02-25;25;2;2019;1
c9f63251e8b150a3fd7f83ec45f235ae64aa78833c6ec7ee27ad4ae0482a6867;2018-07-21;21;7;2018;3
a4c4f38f003057878714f3528fa8cffe4a33d5a533d7d8e72a3279d37eea9f4e;2018-11-21;21;11;2018;4
6c5965bcc8724f61c20cfd288d2988f044c1b1f4ac1f0b022f75a6eb61741897;2017-01-13;13;1;2017;1
278235e2099f8e6c926a87aa277c57c7ffb4391e973a78b1a0a968db49de3369;2018-03-20;20;3;2018;1
4d946fbf1ac06158535401dfa0d51e346806363dce50d96808abd3bc07568406;2017-10-15;15;10;2017;4
b8e2d53e37b2a8e18193f1e5e89fb44d64425f4f412501efae1eafe513225e22;2017-12-02;2;12;2017;4
000076a21878539cd558c851cb72a4e394a42191e5f6b90cfe4a4892a49af78f;2018-01-25;25;1;2018;1
1c7a3d3e6cddfc1395a77071783c76124e6117d9bb8047af4596b235cfadd43a;2018-10-22;22;10;2018;4
aa3f03db16387a6e0a7ecf35b673054528d175b62600c865a5707554caa39816;2019-03-14;14;3;2019;1
faa0bfe48bd592da07fab7f3e57741b583f6d795b245de8c185706333e195807;2017-06-21;21;6;2017;2
c1f80fc2721ce1cf322ffa890c8bcf170f47c0328011b807506efdc48b4c33e0;2017-07-05;5;7;2017;3
5f909890ef4b1e8ab864820764331c65880dd11798fec1d00ba8f24b626f006b;2018-05-30;30;5;2018;2
0c7b598c0a38ac816696ad4c38a0d72c816a004a86906fc259803df2011c1f19;2017-02-19;19;2;2017;1
6b7860b5ee5fcd5854d80740cdc4bb5b02f800b3a628c42d929a854ee6156c89;2018-07-01;1;7;2018;3
85b8b7c6eefa824bea9ae50f7010d152b04e9e852232f83999e4bec66aaf591a;2018-11-07;7;11;2018;4
43ae809ec7ae618129eca81cd1d4e7150fc6c323f2443df225320eb180a2582a;2018-07-10;10;7;2018;3
d41576128dd0d4c51e6df6e95d3664c1df0b1d9d7a30a4cb45c628bda9a82671;2017-01-29;29;1;2017;1
eec809f9d95cacf6f422a025b889bc13c592b237b312e4765e92155d0308b301;2017-11-18;18;11;2017;4
b80f8c0488949e60a581df86efb69df6a986adc903b16de8060ff55659f85922;2019-01-17;17;1;2019;1
40712f16e8ad674b336ba7c364d91ebb56d2181412c3a8bc59ba88aef2d7a427;2017-01-25;25;1;2017;1
a53d98414592f2e2763fb81954c11b65cf018c9582393b1427e8c7e488d287f9;2017-09-10;10;9;2017;3
863b04d53f7daad15711d9b3cfc2ba66bfb7e57748061fbc4bb5324ef0f37db0;2018-10-08;8;10;2018;4
f524b9da0eb463e751f5ce22b73a7069c87e0705c26d4296aa25dba3c8e7212d;2018-07-23;23;7;2018;3
5b72c0701376d2e18db61760e20b5c5f9b82b6c369e88efd7b765badd2cb8870;2017-11-16;16;11;2017;4
88eb630b407677d706fbc64c3f68c57aff3a4384c5030606bd1f68c79d670abc;2019-02-10;10;2;2019;1
58ec874504830bc917d6b57ff466caf981f78240758a1eed680da4567c1b4fb4;2018-08-18;18;8;2018;3
75cc17ccd1bc2e0013ea97953ed20ebf81eba423874fb86cd7b5d071a2c25ae4;2017-12-29;29;12;2017;4
9edb34c006d33d044eb8cf009d70b69eca43fa87515d909f99f72f2c9213e916;2018-05-22;22;5;2018;2
1e7e8ecbf961f1e999743946880744c5843ed7699a18f1598249f0aebb2daddf;2018-07-30;30;7;2018;3
4e198eb5f7daa25c5c28f052b9e6c1b2470eb683d8efa007563ec2833017aaad;2018-08-25;25;8;2018;3
ed2cd8eb9f58a929374d6fbbd106c81440c26419e5c8d6ed5c8c0e1a5927cdf8;2018-10-13;13;10;2018;4
c17773b50ca06372f1e6ea77063fc66dca238df430001bc21a32a2e5a8c9abe1;2019-02-14;14;2;2019;1
05c0042ec3c077e3e8658f25923d95325ab78627d97e422415f72b6e288e83a9;2019-03-03;3;3;2019;1
34a066c5646df6e4d02fd242f328e21798725df56e354350e89ca2fb34f95365;2018-05-05;5;5;2018;2
93a902a9cc1d779fa062c314aefadaa78a9fd321eb09f109727fd54560481e21;2017-10-14;14;10;2017;4
21000b64a4d793d7aa111c2d6ac9f84f2ecdef63152897e0793a3611fafdf944;2019-01-16;16;1;2019;1
cf047bc32daa15204adae39624eead59130901d700817ca2ee833cd2c8572f97;2017-03-19;19;3;2017;1
4699061359c0653609909632cc8a0d95af607f85885f60ccc6935254b84e849f;2018-09-09;9;9;2018;3
9863052bbc37db7d27d1ac87aec1b1a18e2e7103a1ff94668f2468392243a70f;2018-07-09;9;7;2018;3
875903ea3bddb1bc9afc0bf3c253aa844ddd99263c73effddc8dd58637bd29e6;2017-05-17;17;5;2017;2
2a34b1e5f726c9139c80664db5015a3b71beea2f0c6a652c1a9e9d4cbb9594d0;2019-03-07;7;3;2019;1
4b0ca01f1773486eb1f6d5cc69b7a7e6d28dde69b414f3953f4f0b27a79a97c0;2017-03-29;29;3;2017;1
d077a8148fd8f9c8b338c4e14a053e8a26cd3d8d7b18ad7511122835c2830694;2018-01-29;29;1;2018;1
082fb21affd9cb745e6871342a465806d3d3e1964ad61fdcb2486cc3c32be7db;2017-02-03;3;2;2017;1
ad094e5134706e666ef962cd751ca0a264daaed4d3bfa5ba077e25d0935ec176;2018-02-20;20;2;2018;1
7ba10904804bf271f2a9f379ad7548e5314d816f7cd5d2065a6fd3c43eb0abcc;2017-05-11;11;5;2017;2
31a89bf0d9ebae96f0ee4458240180b595cf208bce139c8dad79b33a55c83791;2017-09-28;28;9;2017;3
67eeb97915e50eeb72fff102c73690adeadd200f94e226625322b48c25609be7;2017-12-13;13;12;2017;4
49b5046b5bc80db4dfdcfa280e996680dc5665e2e4e95eb4ce4e4393c9e5846c;2017-02-01;1;2;2017;1
e6642d147594ee8750fc62f7729599bc0287318af515e3a82ef02f5d3d27e8e5;2017-05-03;3;5;2017;2
54f632da3cd1be97b98bce21ccecfc36262b936af0a3faaa7be07b06c0106b11;2017-06-22;22;6;2017;2
8dce334f5fa390559d4100281db1d153a10d886c1231e3963e487e78ad559fb6;2017-07-06;6;7;2017;3
8c2f6c24be7aed72de183fff9db6835790820478bc2fa000c92da4f23a0d7333;2017-09-14;14;9;2017;3
c91cefe70a40e0b88cceafc38c118c2fe4a0ded9dd53027d23b60cfc235a7853;2018-09-03;3;9;2018;3
bcc996b422899735c0308fc159f3384c91b0eb004dfbda563eb98cf5eaf1cc5e;2017-08-24;24;8;2017;3
175729b67034ad83c4fa54af65de8e7298a67d752345a2c9bffd30b5b6d3ee8d;2018-06-23;23;6;2018;2
85852af8b9d8e66b51bda191ad0e26b1b7343c22f4ded8635dcc51e650239238;2017-07-20;20;7;2017;3
bb2a738c12549fb74a0d78e0f7cbe4aabb54bcf30eb8fdb5e8b1eb3be89129ae;2017-03-17;17;3;2017;1
58b3665cdc8d2331b49e4566d96b23dcb5b7d042bb629ee032e4bad8b8930495;2018-07-02;2;7;2018;3
387995c51cffc8ec59f8257599203933267bbaa0a4f57b12ede3b92a4aa8ba27;2019-02-20;20;2;2019;1
787d18a39fcb44c2d8d9d7fc156d8d2115167d59e72ca1d1b4b9917f02194a50;2017-03-30;30;3;2017;1
a255aff1afaf74cdaf4b11fa9b5adfff209d36fae064f3c66860bd393b921b3d;2018-10-29;29;10;2018;4
fefacdaf7b670b51d9aec4ea44bfbdb9b0b86dada808ebe86ec5c822440c3e11;2018-01-31;31;1;2018;1
e0281036c55ba6a0d6fab3210228e278451df889d3d51c08ab3bab908b537425;2018-07-16;16;7;2018;3
7be133f8f5d68a3ee8b13325f177c136a7b65f240b6a28eadaf5a2c7d2dffd37;2018-07-29;29;7;2018;3
96e6d8e6b3386ccc0e616af0dbca3985cc6a8116aeeb0dad21d002d6ee86aa3d;2018-01-18;18;1;2018;1
b3e1c5ef3b5fc8601b2505a23752f1021cba90089a45149031722b52f2b79067;2018-03-07;7;3;2018;1
15c3959c8aab0ce844e840e458bfdf6bb72e636f384055d9f4baa49c6d152fdc;2017-03-18;18;3;2017;1
990ae788343ba50216d499f69dc39d07c325e21cbf65040fba38a66ffc4513c1;2018-12-23;23;12;2018;4
287751f4349bf74dac848e6b15ce2f976b647ef9aa5ae38ce9cc636d08d252f4;2018-01-10;10;1;2018;1
25cb7cd3574e78f6853479079b35269b6c33ed7f4fd0e5500910a0b213fd426d;2017-04-27;27;4;2017;2
8f90512d608e780cfe15755627b1941be3e28effcb6e6d62f5c374a8567d2c12;2018-06-04;4;6;2018;2
2d529d05e1b84a49dbec66a8669a909d315c64a9ea309d86e3334973057078e1;2017-12-31;31;12;2017;4
3acf25a8813d8506be681817e9765614db305b99935ec5b971da6dfd41354e9b;2017-02-10;10;2;2017;1
edd0c60a2137c008cfa6259e1a0d5a50dc7de595f8b466e1fb6a7c7c50034f9e;2018-09-08;8;9;2018;3
0ae674a938a63e0a2e5d7df560f3ab7b4d38b945660c0160b528b14fda09b67e;2019-02-17;17;2;2019;1
346519dee4fc8b1668e97670e5b50ecfa7687358b013686d4f97719a3a49a6d9;2018-10-03;3;10;2018;4
93a89abb126847431ec41c8a4d8e76111e3ac551e3c75642458f55ba6ffddda6;2018-07-22;22;7;2018;3
171241168372e4ab4f4a9cabbaeb19ccc2c22b25f58137c6e895ef9fb5a66d53;2018-04-21;21;4;2018;2
52e7eb06b78e8e91976388fec5d0b2dfa1ba90aab0ddbf0ecc5deea796d13d51;2017-11-08;8;11;2017;4
a8ee07579d712bea92bb75a46cbe8bfca72afee98a26855b547465b278c418e5;2018-11-24;24;11;2018;4
f83d9e5300e831e660bd8b6bc2bc9952b593ac8fbb5ecb55764aefb71d82eb52;2018-03-11;11;3;2018;1
fde376ba255d7678e6bf39e43369157227e0302710d0e28acbbe6a28aa108783;2018-10-15;15;10;2018;4
926fa33bafed0e6a4d1ea9fa80f5ed6d2c5fe1cf1f23db1af7c9c183acc70f48;2018-01-28;28;1;2018;1
410c49de33c090a3d83310fab231d4c59bddf181c823c2afb52813f450e0f95c;2017-03-31;31;3;2017;1
e79d592515f035fef9e41df7d1ea5d5c012319ef4e594083e3bb4ec1ad0c6b9d;2017-04-05;5;4;2017;2
304548851165751e48e2d4f881611b53109beda6bea470f713ac02912289a1a6;2017-08-02;2;8;2017;3
b35adffe01eda9bf5b55024e2ebb252a23c8de124045726bc2ed192ced6108a1;2018-12-15;15;12;2018;4
cf146eb55e10ab9f418fee070a678933c83e5cbf8e30a447c33a10bfea460adb;2018-04-14;14;4;2018;2
db458f96148898917d46e38ef91d8ccc4469ddadd967f00275116232c9282c79;2018-05-09;9;5;2018;2
601895ae5c89000acc4ea3fb2c84bc4c8ba53bbae831399e4a247f4b9dfe059a;2018-02-25;25;2;2018;1
3632aaff0986c5030fa27c6a32744f6a4e1a281a42e69c4613f63dd22e99b245;2018-07-18;18;7;2018;3
da752722856a1a82781d854f2419d3f37d22acfc58b88458272186240649a6aa;2018-11-04;4;11;2018;4
f99ca07ad3c14696e26a39f0eadb459a59acc4227e41abe3c0273a542971ec9c;2018-12-17;17;12;2018;4
3d07f8a7fec45d6b3e989b359cad0df096ba6680b8520720c2d954f3b096fdc7;2018-09-16;16;9;2018;3
753da4219a3ee5918ea4c3551962bbb405535573e610eda51cb0729179387cb3;2017-04-13;13;4;2017;2
a895271cca897bb05911a846e2c435821fd48ada112b9d6a8960ecfb79aad9dc;2018-04-29;29;4;2018;2
ec9bdb0f124dd1b5b94d6fe6b1ab9a74119249730a398a8f9328b43cc79872e9;2018-07-31;31;7;2018;3
74ba6cbd85f375393e6b0f4e91265dd022e0d411cb04b845bc0f36fdb79be4b0;2017-10-05;5;10;2017;4
f211b89b774ba9d6c5b9c834b8d1df19c2436baf183530c96f2360cd34a364f5;2018-01-22;22;1;2018;1
fb8714b8e0ef1ea6c043afe580f1136a878fc6be83e29d5010d0d2ee494b573d;2017-09-08;8;9;2017;3
c4e7e60bd9c376c3aa750d85d41269c081ea90ad20a04538f4eca2205f28dbb3;2019-02-11;11;2;2019;1
fa511a6602a5b761e0f8e4b83ecae0757e24ae1dfec1223f4ee481171754ae32;2018-02-18;18;2;2018;1
8ca287d195199cccbc2d707ef76ceb2fc26f56f651b21f39f7013e943e5e1d70;2018-02-27;27;2;2018;1
063936a1d760753b4e2dbccd0c901d0ae7e8a040141542bb7bcf0d76c125f535;2017-06-18;18;6;2017;2
715274fb20f9a1cb59bffc5b3c751c7b4fa2711dedfb0358c985eec922ba7fb2;2018-11-10;10;11;2018;4
0b415187b81375eb50c639991f3a55ff1231529394a8294a8aa7b08671739c97;2018-12-31;31;12;2018;4
0cf41a4c3e57571cccb59dad5b1a03f16ef8c08876b00212a142fe1cc70231de;2017-02-17;17;2;2017;1
806cbf27d32b0b4e948a15fb31960ba5a2dcf7e1834af6732bdc7d57961dadb2;2018-09-19;19;9;2018;3
6690d1aad7b104429c1288026d59053416f4ef113470c17dc7dbd96d995085a7;2018-10-06;6;10;2018;4
6a5fc8d13650c315d6e76c7942ea7a17b4e9dd72b9674276e517c1f8d4e4d099;2017-12-14;14;12;2017;4
7acdf04d90f71c36339cbb0c154df60da744bf1e2084ecc82280ca23f224dbb4;2018-11-14;14;11;2018;4
c8dfd769b4dd3e9297bbfb32c78ecdf30697ebb4749940eecbbcaac7a4eba918;2017-03-08;8;3;2017;1
c566b87e18491d0e2dfd8070e2be0a0ed8cefe1d7f1b2e138c960b12227c95ab;2018-04-28;28;4;2018;2
802f1d2d07caf5daab8d8f92f58291a5086e4227cfe6edbaa4cc7ab3d193754a;2018-12-04;4;12;2018;4
f23116f43c711ffa602f438a9d17af2826b338702f80f926e38725b93d67a925;2017-07-28;28;7;2017;3
6187ca84b315f8d759df1f8fa55697ee4ffc9e58dc82ca6dfcdffaa28be13090;2018-09-25;25;9;2018;3
c4e817c0ef088e1c423b708df444a456b8a8cfd60bfdb9325c516ad63aeb820f;2017-12-07;7;12;2017;4
4ca9469904e0681328afb9363c753ca8d6d499586433753c07b710ac943a868b;2018-08-13;13;8;2018;3
45bd823ef4dc59f21782ba029438e685ee57690b60d51978f525303c8c6c7091;2018-01-17;17;1;2018;1
4677c0deed8488410bdab3d133ca57ef9a8654da8faf230ee04b26ef6c06b048;2018-04-11;11;4;2018;2
905203dc1658d3ba348e4faf9476d688c8f54c36131bb55a7bf49f86bda9de9c;2017-07-13;13;7;2017;3
e74e4f240fbf0677d8e5ccef581b09caa17b70b4f94140ee2c5fb51898c8c89b;2017-10-01;1;10;2017;4
4f10168dec7143ece9356feb6dbb37a35327f4e24a42c8d746c9d03819198f20;2017-12-28;28;12;2017;4
6829493efc464d1f9a7b2923172865b037af1bed44ebbf75eaed1dd10a2c11e8;2018-01-06;6;1;2018;1
eb6dd2ad795922c483512ff1f09ec4dac188167502415e8fa1b00130ef8f01f9;2017-02-11;11;2;2017;1
c2238816f19d22d482afe78f846a52a6749534da56756691f901078a30964143;2017-06-28;28;6;2017;2
84127af38a45cd95aff872915730f4b56939f58947c9f2d5c340509b2c0ed2bc;2017-02-22;22;2;2017;1
0330e1a001e673ef42ad77b3b967707d09d0a961623fcd123ed010d7e640e97a;2018-04-16;16;4;2018;2
358c05295b66ef3a41ef80ee0d4ebfa52bea63b2e5fea075aaf058f47757d171;2018-08-19;19;8;2018;3
4d5a67942a542e8068973db7a562454bb4621bdab6ee5f7f2e7426805ca7e3cf;2018-05-13;13;5;2018;2
4deadf7d77aa1576323b8f8acf57f48f53d62347a6f8f9c4efb50899f248d3a3;2017-05-25;25;5;2017;2
dcaeb407734cb33da8225e756b37c4eb4dac06df6985ba66ed8b35f3dd2c6333;2018-11-18;18;11;2018;4
97619f9859b84b2a6024cd6ea6d5aabdc5d32bf79a56587b08070ac1e3dd001e;2018-12-30;30;12;2018;4
564b0c1fba57ec03cc2086e3c0e835ed2f5cf7e4e352075b9748858f75390dc1;2019-02-03;3;2;2019;1
061a55287da04dab7b04fa6e0ca4e73128de92d4c88c5f23b40e843a0d1ab597;2018-02-08;8;2;2018;1
0e1ddd3872b5bfe02591e0acaf9d2fd53d12d0a3412dff43eb5f013a69720bf9;2017-05-13;13;5;2017;2
f1739b4f4eeccf6840c09a470131457c435cf227f3a03f0312c37c4713105067;2017-06-17;17;6;2017;2
839ff2ba8ef72b7fc80f576fee20807914edfd2a033aefdeb37c13385ac3cedd;2017-10-19;19;10;2017;4
fd171b32e2f310d885e3de8b2b948667f9480bbb561107ed58c030e5b68f7b6d;2017-01-19;19;1;2017;1
8fcfe53ddfece431d61b5ec31ad8e92e402f08f808fd721effaac6fc6a85b408;2017-04-20;20;4;2017;2
568e1a5fcef072dd80592178f1e76ddbbc2c35b393d42497e9c62243cf68dd63;2018-06-06;6;6;2018;2
95c76947dc397aa2bc1f22eecd1ae647d37a37527247c3ae6cd05929085d12c0;2018-09-10;10;9;2018;3
b3aaf25e416d7dadef39acac9ac70dfb1ac1d126bc86c8826fefc1db33f2732a;2018-07-07;7;7;2018;3
1c2830b6895df30db44673d1c3ccb4f6f980de4148e4a7b2230b5aa2b3898d26;2018-01-05;5;1;2018;1
e8bf62824c3f64cbd10ffac0b002746fb404f333d07aa62bc04a4005e907390b;2018-05-06;6;5;2018;2
0b188a23a5b830d597871d170f79ca30a59a0e843224033d43722d340ff01ccc;2018-06-05;5;6;2018;2
b996a4190188f662d5ebd464d06475c63c7375c1191315d340227cd4a718ccb2;2017-10-22;22;10;2017;4
1352b397ebea03b0c30134b6413788474fa86b9767b7ac822d24e8a3295150cf;2019-02-28;28;2;2019;1
8c9187fb7f23bc898b9d237d76de8d3c088693e6333e0d5d124f8bef0d79c38f;2018-06-16;16;6;2018;2
01def810457b5bbc514229db331a62c2c15f44c766c16dc064e2b34bcb1a9c2e;2018-06-27;27;6;2018;2
7d575f0446f235605585da5085ccbbe06d880ff1510dadaa9a9b46c9d6f21968;2018-11-05;5;11;2018;4
