PK_TEMPO;data;dia;mes;ano;trimestre
9365f9dd42ca5249b49f254c11ced3919e036ae76cf3ee17366a06852271b5d6;2018-02-13;13;2;2018;1
399fe95aa1b749bf71d06a9f0966d193e31c45c0147479ed5654140f09de41d1;2019-03-17;17;3;2019;1
022b1a1919e45c5768bf05f658b476815b9440495dc8293ba8ea097ae42363df;2018-03-04;4;3;2018;1
e11f48b074a34bab313f9fa76eb1518b3e6f2db0705c1a8314140f40d79eb92d;2017-08-06;6;8;2017;3
eab52fb94d9335a23bc9ac263c4689808f05e2d85fd294d5e5e80ef946278c36;2017-05-12;12;5;2017;2
9f667df5c9ee042d62d831f7059da8120d1ed9d1b9943b96eb03b431c16db891;2018-01-11;11;1;2018;1
f3052bf0eaddb8a9b8e562a8e5ecbb759bdff1e138095555a08ebced076bcaeb;2017-02-24;24;2;2017;1
fa4123816390144493bd6c8b9db9a4a7339a59706d169397855691f199323024;2018-08-01;1;8;2018;3
fbf859e115cd4073f47924708a0a317af2dc2634762d802816c74a8f779c5fdd;2018-12-02;2;12;2018;4
1d3b893663a7800ba075b36508b9f8f1b2fce91f2142f75d484b08de9bceaf26;2018-04-23;23;4;2018;2
c5ca77a935c364c4fb426e88c9e21e19d0447c8e1702056860414eaf174b8346;2017-01-28;28;1;2017;1
3ec4ec46a8f2c4d0b068a74ec226af6e335115dc190a06eb17f0a2a8a26536fe;2017-06-24;24;6;2017;2
b3fa0440fa9115dceae1fa18f6f75c6a034334a784dc84077eec1e42f8d1de6f;2017-06-23;23;6;2017;2
5e4929797b87ec762d0caeadf4f2f3a724cc4750e91750041ce6efeabdfa94af;2017-06-29;29;6;2017;2
f8f5de086c95ce93e318f81f7a44823addcf8d38d9bf15a47fc76aa95ecb6781;2017-10-26;26;10;2017;4
48c5061fe71cdf78a69ac459ff02ba5768c2828519d6b7d503ca2e466fc85837;2018-03-14;14;3;2018;1
1977a73cde9f400d22f274ed61a4a65ac61167a1c0663a44bba69753ad3a6a8a;2017-07-07;7;7;2017;3
8d4864c65e96de479f201ff4950b05adccc4a6539741d021cfc9e53bc715ad89;2018-12-01;1;12;2018;4
5e182af28c2858f7ef972f4fd4ea3e100153615f5f33b3f3c8d8f7bb1076f020;2017-02-04;4;2;2017;1
e85abd5b293662adb598ce33806568f372d707f53ca172a23196bcc78ab50cc2;2017-06-19;19;6;2017;2
75619cd5ebe8b1c0201ac03ded9c80a88c7b4c2b9bf93f3f899d71f4385e0cd6;2017-08-23;23;8;2017;3
805ef9fb0ce2fd223aeff66988465e7ea53774cbb8325bb60172f30b2812c68a;2018-12-03;3;12;2018;4
693e916fa94c98eee1abb8da2eeeaee5fe632de30d632f2557bf7a5d08d43f57;2019-03-13;13;3;2019;1
1301976f5913644c85dc3fa691a9ecd1ea0352e0c10db2f0ce94b7d9e5ac99fe;2018-02-26;26;2;2018;1
88edda9efe514bcf58b638efb8954381ba509152efc861f85d5ea2f287be334d;2019-01-08;8;1;2019;1
6a0791ba0460b8e3e59c66e72122fc134e519b1eff17e1c5a45132d4c328a114;2018-05-27;27;5;2018;2
b285727efb352ccbc152b85e074d906aeb9a2e1f19416ffba6c6ce006000a67e;2017-09-15;15;9;2017;3
636ab479364d00d9088654762378f9668065a3cfd52c575ae43300582c731735;2018-10-23;23;10;2018;4
5d9931c5335db934e144b357d33ac9685f9b83855fcb28e43dca70b7e5749a5b;2018-11-26;26;11;2018;4
6e393515ac25bf63f8222328672a5d4dd208b354ee3c15374d184c66a76aef58;2019-01-24;24;1;2019;1
8e4763575aa58d0623bf371c2e6824796a012f9dc421bd32c95a56e415174d8c;2018-11-13;13;11;2018;4
86d77f8dfc22c6ff2745684be1860c18b568451b4f5cf2a0681a0155c31d943f;2018-08-22;22;8;2018;3
53f2930a670cecd27ede496db5354cfb8df7183c631ed2a93c2e44b5cdbce97d;2018-07-17;17;7;2018;3
4154f411e399aec8da6e75511d65a3da2e894e10a4f66c692fe0e86ca9ab689d;2017-03-23;23;3;2017;1
8333d05ca5ac0d0e0d102e788e8f8fb94a6cf0dc0f6c026bbe92ce20479d1e3a;2017-07-29;29;7;2017;3
ff324a07c7e576dc0b2a9feacb472f11a2ea2da9fe5638635acb6f91c1580b60;2018-08-05;5;8;2018;3
f37f04d8f831d45b0ac3e7c45169b0d2e97b2502c7e1180f8f6164d952c1a1a9;2017-09-09;9;9;2017;3
14d366178666e5f5201a797149fb7578f16be9833d2e474c10da51355cc5f2e3;2018-01-23;23;1;2018;1
570599149ef704143fcc75eb6f7b84549764a05344cd860d5a47886b94028184;2018-12-19;19;12;2018;4
0583dae4791ed17510e14c90b47c36a8c50ecb83c982194dc8f2729762c5ca70;2017-01-20;20;1;2017;1
1e679cf469bfcf08fd8e1931ffba75c952d5470223250a137c39efba80b89600;2017-02-23;23;2;2017;1
3fe54b041c302ffac9d1e3e3075a2058ac5db348464df68667d466331d3c1510;2018-03-06;6;3;2018;1
d528d80bf3f1edb34455cd27ef8cc0871e9eed9a0286c6821ecf5aed3a97832a;2018-05-15;15;5;2018;2
e9259da7ce0602e67b41ffde6d05dd06460081996dbf522b9e4c47b6e1164948;2017-08-13;13;8;2017;3
1b353aae8efdb8c588d6133a901360472ce399c3a3fff873884f72ec71242a82;2018-12-05;5;12;2018;4
99745d96909a81aa8a34d757285b73a555998df25b981b759b9802d6c636fc0a;2018-06-30;30;6;2018;2
87e155838379c813f8481b2cd8d5dfec171f575aecdd79ca1d89c40fa3bbf127;2018-03-21;21;3;2018;1
17119465a2e1f3b3875f25bf792f13ca7732cd621c1cba259db90957208925c0;2019-01-10;10;1;2019;1
76ac30a7b13499c0e91b6e22c5a6e351df5322ed0bc3800941180f84bcca3bd3;2019-02-27;27;2;2019;1
afc1288d04cb8661b10e7f013a13057aea427d7d2d01543f85793c9ec6af78b7;2018-11-27;27;11;2018;4
c63e00306ddd22837ad3ea2bd8d66a38e5da5e21cae2f1660bfb7802a9131ee7;2019-02-18;18;2;2019;1
c98dad2d1b941348473627fbaf2ef38d9e64974c87df11dce7a3ea144ebdb6d3;2018-02-22;22;2;2018;1
b2ad702d594497dc911b23c7180da26b10898a4ea3952b9781ad5c7d001ce6eb;2017-03-24;24;3;2017;1
120ac2ad0bcc4d28d0fddf9cd791f8bb331aac3bcd857f3b6ce12bee3b67e773;2018-04-09;9;4;2018;2
e7b8de8e141cdc4947a523ea1f6b4cc6f2cad3063b6f3950aec36c7d16d2d730;2017-06-15;15;6;2017;2
79bdec23fd39fc0079575e516bde9aebc857fa8c4c7ce84fb3c659e033bc1ac4;2017-08-19;19;8;2017;3
8bd332c6ad27e1b2b1bf27143e209da1a511377f51e7cd82fd13720573e91dea;2017-10-06;6;10;2017;4
6eed72da7f4790c9c3362fed571e5576b843ee5ebb589a10c78300420e6bb755;2018-11-03;3;11;2018;4
cb850d16b7bb1aed455db144e674f1197aa145891a2492130f439f478109e22a;2019-03-10;10;3;2019;1
6f9d2d0db0a79ac625ee27f1ab4faad89fcc2469e62b372599541b00f24dec91;2018-07-08;8;7;2018;3
f3173141ab53e77ca08f84a7cdc8721dd5b391c8ac5d1ee52bffc8a6bdabdae5;2017-05-28;28;5;2017;2
c3410e380fe1a71ec8438bb6353b2c350b17461ad4605b7b617bcb43a286feeb;2017-09-29;29;9;2017;3
651ce822d9e6157690a400e4fa7d61cbc57fd7f113191dc2484b1a6006f32ae3;2017-09-30;30;9;2017;3
388902d1b86c9c58e9951df5956049fb1c684973fdce44ff305770f44034307c;2019-02-21;21;2;2019;1
2a8090b3b418e281189140931ad32692bd8e6bd7eb4c9adc9de42a659807fc06;2017-06-10;10;6;2017;2
a24a2cbdeff95d6eae2b2a5b09988f855e6f1e6e5bd2fd60a66638fea18277c0;2017-10-25;25;10;2017;4
b419bfde71b8be5bdd8f54dd8ee93b420e84e92f78800dd3a459e63ee61f136d;2019-03-21;21;3;2019;1
ba85ceb502bd020bf1f51cf407fa8b51623bea98442f8828f31e7ce46b96e01e;2018-05-16;16;5;2018;2
024df56159b4c3194468b122a7c76477130422d7bdc291eda9e83f06a014e4a2;2017-07-22;22;7;2017;3
2a064004e2fa69d25b6f30c08aa1b29743f26ff7ff0003acddc67d0df25655d1;2017-08-18;18;8;2017;3
b629976c7aaad954a4c21b01995c1cea0ce9aa558d7e9bc47c3815e4aa4baf58;2018-05-21;21;5;2018;2
bea311f913bc6dd07f943f25191a63480b4c2aee6ab1ebc1b5b8aa057f0b4a87;2018-05-08;8;5;2018;2
16c0a09ca7414e7462cc6dbd238d8a3482117090157f99f714b32565038389a1;2017-10-08;8;10;2017;4
3a3a2bfc8f079f6d91b93485ff5aa6a8bac5002accbc5acaf98ef64e34371f67;2017-12-30;30;12;2017;4
c1ace80dfb6e64ed0d2f0f49b80eac8de42761be126d82a5e786ac5e1d3bcd4d;2019-01-02;2;1;2019;1
79185e63a7c50c6bf961ce448c3fc2f98c9b1a910e2679f2cbc72f2251360969;2019-02-07;7;2;2019;1
357ba4cbccb15362de6a693feaea2142d9f872f5a07804f8c04ad210dde2e99f;2018-01-16;16;1;2018;1
937fd134eb156e5838c7a30b07fd0ec4656d5de150b549ece15e5c36f66567e6;2018-03-12;12;3;2018;1
cf113efe03a04a7efd0d42364eadcc06cafe2138cd62cc9daafcdc3dcce1ca0b;2018-09-02;2;9;2018;3
5e86457ca7b32680d08e71e6b666bf352059f33aa228a36f2273551c148b9a69;2018-10-27;27;10;2018;4
e6e7652cf1d7c09bb50f3e58b169a7c80a46381b3210c736e92f5fbbb1259898;2017-09-22;22;9;2017;3
a415198fe2f1b99e07ef9be82a6166c8b509012b127540ce0fc09138de8f12f2;2017-10-12;12;10;2017;4
b8247ba13ae221ff3472760bad4ea6d9d12e6b70591e8187944f3f90ec1308d4;2017-01-22;22;1;2017;1
1774d6214cb791bcf5389c0511badab88b2d05bf0aebdc775117083fb1fc1c9a;2017-03-09;9;3;2017;1
6be066956f0cfb8a1d25d24f4f749e2fb696bcde2393d8025624721b93d12dbb;2018-04-08;8;4;2018;2
66c054f00aa55d6b49d99c6271d93d5b9802753c09e70c456fc1612b7f4e6c43;2017-05-20;20;5;2017;2
ef1d7478327d7ca93599d2722e6d735dfcc72a2378956980d686c929a9776172;2017-09-16;16;9;2017;3
47874c62d530dcfff0542dd9604eab5b52e737e2dc430e22f55c24bf19f82eb0;2017-12-23;23;12;2017;4
